"","row_index","species3","family3","order3","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle","min.latitude","max.latitude","centroid.latitude","centroid.longitude","range.size","species.status"
"83",83,"Buteo brachyurus","Accipitridae","Accipitriformes",5,1,4,0,4,31.1,17,10.4,14.9,53.8,307.6,90,213.3,29.7,171,496.01,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Aerial",-30.69,29.85,-5.09,-62.03834849,14372802.04,"Extant"
"84",84,"Buteo buteo","Accipitridae","Accipitriformes",29,12,15,2,19,35.6,21.1,12.5,16.6,75.7,374.6,143.8,231.2,38.2,204.1,759.1,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Insessorial",12.3,67.81,52.89,64.71272984,16600070.45,"Extant"
"85",85,"Buteo galapagoensis","Accipitridae","Accipitriformes",5,2,3,0,4,40.9,26,13.9,19.3,77,402.6,176.8,229.2,43.6,235.2,1137.44,"Dunning",NA,"NO",NA,NA,"Woodland","1","1","Carnivore","Vertivore","Aerial",-1.41,0.65,-0.44,-91.13219163,5639.54,"Extant"
"86",86,"Buteo hemilasius","Accipitridae","Accipitriformes",5,2,3,0,4,40.7,23.1,14.7,18.8,80,467.2,179,290.2,38.2,251.4,1358.89,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Carnivore","Vertivore","Generalist",28.27,54.14,42.4,100.8300387,5366251.83,"Extant"
"87",87,"Buteo jamaicensis","Accipitridae","Accipitriformes",5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.16,"Dunning",NA,"NO",NA,NA,"Woodland","2","3","Carnivore","Vertivore","Insessorial",8.36,68.66,45.5,-105.3281523,15462822.34,"Extant"
"88",88,"Buteo lagopus","Accipitridae","Accipitriformes",7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.76,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Insessorial",47.6,83.11,67.33,2.144028233,9709846.76,"Extant"
"89",89,"Buteo leucorrhous","Accipitridae","Accipitriformes",5,2,3,0,4,29,17,9.8,14.2,62.6,241,65.5,174.2,27.3,171.6,290,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-29.69,11.14,-18.54,-56.69586995,1189248.2,"Extant"
"90",90,"Buteo lineatus","Accipitridae","Accipitriformes",5,2,2,1,4,33.1,20.3,11.8,16.3,74.1,319,106.9,212.8,33.4,172.8,603.72,"Dunning",NA,"NO",NA,NA,"Woodland","1","3","Carnivore","Vertivore","Aerial",24.95,47.85,37.72,-86.88256804,3542030.5,"Extant"
"91",91,"Buteo magnirostris","Accipitridae","Accipitriformes",35,16,13,6,4,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,28,159.1,269,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-38.24,25.35,-8.51,-60.46375422,15043360.16,"Extant"
"92",92,"Buteo nitidus","Accipitridae","Accipitriformes",14,5,9,0,6,31.6,19.3,11.3,15.9,69.3,253.2,76.2,188,28.8,167.7,519.04,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-27.61,33.17,-3.27,-62.63717423,11845064.35,"Extant"
"93",93,"Buteo oreophilus","Accipitridae","Accipitriformes",11,4,6,1,8,34.7,18.8,11.4,15.2,69.7,345.9,127.2,218.7,36.7,183,699.99,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-34.84,13.65,-4.09,33.51749753,776157.72,"Extant"
"94",94,"Buteo platypterus","Accipitridae","Accipitriformes",13,6,7,0,4,28.3,17.8,11.1,14.4,53.4,277.7,103.7,177.4,36.9,178.8,453.65,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Vertivore","Insessorial",11.13,55.3,42.9,-87.09256735,4864047.78,"Extant"
"95",95,"Buteo polyosoma","Accipitridae","Accipitriformes",11,3,4,4,4,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.61,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Carnivore","Vertivore","Aerial",-55.98,6.3,-31.98,-70.12686499,3165493.22,"Extant"
"96",96,"Buteo regalis","Accipitridae","Accipitriformes",5,2,3,0,4,41.3,23.8,18.3,20.2,81.6,431,179.2,254.5,41.3,240.6,1437.18,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Generalist",33.21,53.3,43.14,-108.7628123,2780053.23,"Extant"
"97",97,"Buteo ridgwayi","Accipitridae","Accipitriformes",4,1,3,0,2,26.5,14.9,9.8,14.2,65.8,222.5,73.9,148.6,33.4,144.2,315,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",18.97,19.27,19.07,-69.57420009,210.23,"Extant"
"98",98,"Buteo rufinus","Accipitridae","Accipitriformes",4,2,2,0,4,41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.18,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Generalist",13.22,53.66,40.86,49.85449108,8574436.83,"Extant"
"99",99,"Buteo rufofuscus","Accipitridae","Accipitriformes",5,2,3,0,4,39.8,23.2,13.4,17.9,84.9,413.2,140.6,275.9,33.8,190.4,1530,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Generalist",-34.84,-19.37,-28.14,23.02920354,1533534.66,"Extant"
"100",100,"Buteo solitarius","Accipitridae","Accipitriformes",4,1,2,1,2,31.8,20.4,13.2,15.9,72.7,270.2,92.3,178,34.1,160.5,500.88,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",18.99,20.27,19.6,-155.5302496,6957.48,"Extant"
"101",101,"Buteo swainsoni","Accipitridae","Accipitriformes",6,2,3,1,4,35.3,21,13.6,16.6,60.7,383.7,175.2,201.8,46.6,193.6,946.61,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Insessorial",24.73,57.08,40.95,-107.0717449,4303055.16,"Extant"
"102",102,"Buteo ventralis","Accipitridae","Accipitriformes",2,1,1,0,2,37.2,23.2,13,19,76.8,359,118.4,240.6,33,221.5,1190.52,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Vertivore","Insessorial",-55.92,-35.01,-47.95,-71.72913106,536992.07,"Extant"
"103",103,"Buteogallus aequinoctialis","Accipitridae","Accipitriformes",4,1,0,3,4,36.1,23.3,11.2,16,73.3,316.2,78.8,237.5,24.9,147.2,657.63,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Aquatic predator","Insessorial",-25.99,10.72,-3.65,-47.3581268,132570.12,"Extant"
"104",104,"Buteogallus anthracinus","Accipitridae","Accipitriformes",5,2,3,0,4,39.6,25.1,12.9,17.5,78.6,355.2,106,239.5,30.7,206.2,975.09,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Aquatic predator","Insessorial",-3.68,34.7,18.62,-93.02123644,1898078.97,"Extant"
"105",105,"Buteogallus gundlachii","Accipitridae","Accipitriformes",4,0,3,1,4,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190,975.09,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Omnivore","Insessorial",19.83,23.28,21.78,-80.10659323,14641.79,"Extant"
"106",106,"Buteogallus meridionalis","Accipitridae","Accipitriformes",8,1,2,5,4,36,24.2,11.6,18.1,93.4,416.4,130.9,287.4,31.1,217.4,807.99,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Carnivore","Vertivore","Insessorial",-44.24,12.46,-12.06,-55.31294391,10432463.33,"Extant"
"107",107,"Buteogallus urubitinga","Accipitridae","Accipitriformes",9,3,5,1,6,46,29.2,14.6,21.9,118.4,399.7,87.3,309.4,22,255.6,1152.87,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Vertivore","Insessorial",-35.14,28.11,-7.52,-61.51893042,13126253.65,"Extant"
"108",108,"Chelictinia riocourii","Accipitridae","Accipitriformes",5,2,3,0,4,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192,110,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Invertivore","Aerial",-0.08,19.65,14.35,10.53221371,5425285.72,"Extant"
"109",109,"Chondrohierax uncinatus","Accipitridae","Accipitriformes",7,3,3,1,4,36.2,27,12.4,18.4,33.6,285.3,59.8,224.2,21,197.6,286.07,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",-27.24,26.3,-2.71,-64.1962954,9787616.08,"Extant"
"110",110,"Chondrohierax wilsonii","Accipitridae","Accipitriformes",1,1,0,0,1,38.4,30.4,11.8,20.6,23,244,63.5,180.5,26,185,286.07,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Carnivore","Invertivore","Insessorial",20.18,20.75,20.47,-74.9623296,3890.11,"Extant"
"111",111,"Circaetus beaudouini","Accipitridae","Accipitriformes",5,4,1,0,4,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500,"Inferred",NA,"YES","Body Mass","Circaetus pectoralis","Woodland","2","1","Carnivore","Vertivore","Insessorial",5.44,20.86,11.2,6.202106123,3453409.14,"Extant"
"112",112,"Circaetus cinerascens","Accipitridae","Accipitriformes",4,2,2,0,4,42.2,29,13.5,21.7,68.1,379.5,115.2,264.2,30.4,220.5,1126,"Updated_literature","BoW","NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-21.4,16,-0.6,18.66740359,5762003,"Extant"
"113",113,"Circaetus cinereus","Accipitridae","Accipitriformes",5,2,3,0,4,54.7,40.6,15.8,28.6,94.3,517.8,222,295.2,42.9,254,2048,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Vertivore","Insessorial",-30.93,18.54,-3.63,22.8311896,11541044.04,"Extant"
"114",114,"Circaetus fasciolatus","Accipitridae","Accipitriformes",4,0,1,3,4,39.8,27.7,13.9,23,71.7,362.2,101.5,260.8,28,227,1013.6,"Dunning",NA,"NO",NA,NA,"Woodland","3","1","Carnivore","Vertivore","Insessorial",-29.24,1.34,-10.35,37.83252934,734455.97,"Extant"
"115",115,"Circaetus gallicus","Accipitridae","Accipitriformes",5,2,3,0,4,47,35,15.5,24.6,90.9,537,216.8,320.2,40.5,280.4,1699.12,"Dunning",NA,"NO",NA,NA,"Woodland","3","3","Carnivore","Vertivore","Aerial",-10.94,60.6,40.79,51.2636606,12695589.93,"Extant"
"116",116,"Circaetus pectoralis","Accipitridae","Accipitriformes",5,2,3,0,4,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Vertivore","Generalist",-31.71,15.86,-10.32,28.83361979,9328714.6,"Extant"
"117",117,"Circus aeruginosus","Accipitridae","Accipitriformes",13,6,7,0,4,37.3,20.2,11.9,16.2,79.3,405.7,185.3,221.2,45.6,233.9,704.07,"Dunning",NA,"NO",NA,NA,"Wetland","3","2","Carnivore","Vertivore","Aerial",29.17,66.56,50.03,51.1406168,13390803.81,"Extant"
"118",118,"Circus approximans","Accipitridae","Accipitriformes",8,6,2,0,8,39.5,21.9,11.9,16.4,89.3,406.9,181.9,225,44.7,233.2,746.19,"Dunning",NA,"NO",NA,NA,"Wetland","3","2","Carnivore","Vertivore","Aerial",-47.28,-13.07,-33.9,146.381273,2033024.84,"Extant"
"119",119,"Circus assimilis","Accipitridae","Accipitriformes",9,6,3,0,8,36.1,20.2,11.2,16.2,95.2,421.6,191.6,234,45,271.1,558.58,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-39.14,1.76,-25,134.0193723,7817547.59,"Extant"
"120",120,"Circus buffoni","Accipitridae","Accipitriformes",4,2,2,0,4,41.4,20.9,12.7,16.6,85.3,436,210,226,48.2,265,507.4,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-41.17,10.7,-22.38,-55.29101699,4327364.53,"Extant"
"121",121,"Circus cinereus","Accipitridae","Accipitriformes",9,3,5,1,4,29.8,15.7,9.3,12.9,67.5,344.5,154.5,194.7,44.3,240.4,399.67,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-55.98,6.79,-36.62,-69.20804642,2424495.35,"Extant"
"122",122,"Circus cyaneus","Accipitridae","Accipitriformes",13,6,6,1,7,30.6,16.6,9.9,13.1,76.5,355,159.6,198,44.7,172.3,392.98,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Aerial",30.02,73.38,56.03,7.660766853,29678658.41,"Extant"
"123",123,"Circus macrosceles","Accipitridae","Accipitriformes",8,3,5,0,7,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Carnivore","Vertivore","Aerial",-24.47,-11.36,-19.14,46.18054167,412352.02,"Extant"
"124",124,"Circus macrourus","Accipitridae","Accipitriformes",9,4,5,0,4,29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.36,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Aerial",41.23,58.45,51.02,62.85404534,6168290.72,"Extant"
"125",125,"Circus maillardi","Accipitridae","Accipitriformes",5,1,4,0,4,37.4,19.9,11.1,16.6,83.5,353.2,144,214.8,40.2,229,663.6,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Aerial",-21.36,-20.88,-21.1,55.52810247,1488.84,"Extant"
"126",126,"Circus maurus","Accipitridae","Accipitriformes",5,2,0,3,4,31.7,17,10.6,13.5,71.9,352.4,151.2,203.5,42.6,249.2,508.99,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Vertivore","Aerial",-34.84,-18.52,-30.91,22.27491273,597211.38,"Extant"
"127",127,"Circus melanoleucos","Accipitridae","Accipitriformes",5,2,3,0,4,29.9,15.5,9.4,13.1,72.5,352.6,179.8,176.5,50.5,214,336.3,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Aerial",25.99,54.28,49.1,122.0389499,1811211.65,"Extant"
"128",128,"Circus pygargus","Accipitridae","Accipitriformes",7,3,4,0,4,26.1,13.5,8.6,11.2,62,362.3,188,173.3,52,224.8,310.75,"Dunning",NA,"NO",NA,NA,"Grassland","3","3","Carnivore","Vertivore","Aerial",30.56,60.25,49.91,45.8046019,6837154.32,"Extant"
"129",129,"Circus ranivorus","Accipitridae","Accipitriformes",5,2,3,0,4,35.4,18.9,11.1,14.1,84.5,363.2,163.2,207.5,44,226.8,507,"Dunning",NA,"NO",NA,NA,"Wetland","3","1","Carnivore","Vertivore","Aerial",-34.84,5.39,-14.6,29.56357219,4426338.22,"Extant"
"130",130,"Circus spilonotus","Accipitridae","Accipitriformes",10,3,6,1,9,36.4,20.5,11.9,15.1,87.5,390.9,160.2,230.4,40.9,228.2,558.78,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Vertivore","Aerial",-10.15,64.43,52.4,121.6367596,5799481.42,"Extant"
"131",131,"Dryotriorchis spectabilis","Accipitridae","Accipitriformes",4,3,1,0,4,36.5,27.6,13,21.3,65.8,290.5,77,213.5,26.5,240.2,697,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-9.83,8.88,2.03,15.97939352,2884763,"Extant"
"132",132,"Elanoides forficatus","Accipitridae","Accipitriformes",5,2,3,0,4,29.4,19,10.2,12.3,33.5,412.8,189.1,214.7,46.9,279.2,416.24,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Generalist",-36.81,47.17,-5.62,-60.19170223,13295665.49,"Extant"
"133",133,"Elanus axillaris","Accipitridae","Accipitriformes",5,2,2,1,4,25.3,15.5,9,11.4,38.8,288.4,153,135.2,53.1,136.8,270.1,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-43.06,-10.69,-25.69,134.4369866,7649038.18,"Extant"
"134",134,"Elanus caeruleus","Accipitridae","Accipitriformes",7,3,4,0,4,30.9,16,9.2,11.3,32.1,286.3,132.1,160.2,45.2,127.7,259.76,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-34.84,46.65,3.69,41.20588669,26685941.8,"Extant"
"135",135,"Elanus leucurus","Accipitridae","Accipitriformes",6,0,1,5,4,25.3,15.3,8.8,10.9,31.8,294,120.3,168.4,41.5,170.3,346,"Dunning",NA,"NO",NA,NA,"Human Modified","3","2","Carnivore","Vertivore","Aerial",-43.45,46.27,-8.72,-64.00825845,12522294.39,"Extant"
"136",136,"Elanus scriptus","Accipitridae","Accipitriformes",4,1,1,2,4,26.2,16.2,11.8,12,38.3,302.2,148.8,153.5,49.2,139.8,316,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Carnivore","Vertivore","Aerial",-30.46,-12.04,-22.87,139.4103727,727463.72,"Extant"
"137",137,"Erythrotriorchis buergersi","Accipitridae","Accipitriformes",3,1,0,2,2,33.7,20.3,12.8,18.2,75.2,310.7,105.5,205.2,34,238.7,575,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Generalist",-10.48,-2.39,-5.51,142.4186652,152406.32,"Extant"
"138",138,"Erythrotriorchis radiatus","Accipitridae","Accipitriformes",4,2,1,1,4,34.8,20.7,11.9,17.4,74.5,387.2,161.8,225.5,41.8,250,887.35,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Aerial",-29.57,-11.12,-17.74,138.8550775,1074830.71,"Extant"
"139",139,"Eutriorchis astur","Accipitridae","Accipitriformes",2,0,1,1,2,40.3,24.8,11.6,19.5,84,318.5,74.2,244.3,23.3,287.5,700,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-21.4,-13.61,-16.44,49.12090392,34460.57,"Extant"
"140",140,"Gampsonyx swainsonii","Accipitridae","Accipitriformes",13,3,6,4,4,16.2,10.4,7.1,8.4,26,147.7,55.9,96.8,36.5,97.9,92.9,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Vertivore","Insessorial",-27.6,13.9,-8.71,-56.2327187,10266134.72,"Extant"
"141",141,"Geranoaetus melanoleucus","Accipitridae","Accipitriformes",4,2,2,0,4,50.5,31,15.4,23,98.2,496.2,182.8,313.5,36.6,210.5,2378.62,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Carnivore","Vertivore","Aerial",-55.98,9.54,-27.4,-60.93628756,6807951.84,"Extant"
"142",142,"Geranospiza caerulescens","Accipitridae","Accipitriformes",9,5,4,0,4,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Vertivore","Insessorial",-33.91,28.85,-6.64,-60.96187329,14333669.12,"Extant"
"143",143,"Gypaetus barbatus","Accipitridae","Accipitriformes",5,2,3,0,4,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,49.5,468,5694.98,"Dunning",NA,"NO",NA,NA,"Rock","3","2","Scavenger","Scavenger","Terrestrial",-31.4,51.5,34.75,76.40778533,8369572.33,"Extant"
"144",144,"Gypohierax angolensis","Accipitridae","Accipitriformes",12,5,5,2,6,57.5,41,14.1,23.3,77.3,419,127.3,296.6,30,196.8,1600,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial",-32.46,15.3,-1.17,16.99204944,9715580.32,"Extant"
"145",145,"Gyps africanus","Accipitridae","Accipitriformes",5,2,3,0,4,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5432.99,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Scavenger","Scavenger","Terrestrial",-30.05,17.01,-2.52,23.47012492,10465544.7,"Extant"
"146",146,"Gyps bengalensis","Accipitridae","Accipitriformes",5,2,3,0,4,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,38.8,213.8,4385,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Scavenger","Scavenger","Terrestrial",11.3,34.17,23.99,83.32927941,3047965.15,"Extant"
"147",147,"Gyps coprotheres","Accipitridae","Accipitriformes",5,1,0,4,4,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8176.99,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Scavenger","Scavenger","Terrestrial",-34.81,-20.54,-27.31,27.7321036,671208.3,"Extant"
"148",148,"Gyps fulvus","Accipitridae","Accipitriformes",5,4,1,0,4,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,39.2,291.2,7435.99,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Scavenger","Scavenger","Terrestrial",13.36,49.36,36.3,52.81490052,3487541.03,"Extant"
"149",149,"Gyps himalayensis","Accipitridae","Accipitriformes",4,1,1,2,4,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9797.95,"Dunning",NA,"NO",NA,NA,"Rock","3","1","Scavenger","Scavenger","Terrestrial",24.19,48.88,34.8,88.99090925,3859146.13,"Extant"
"150",150,"Gyps indicus","Accipitridae","Accipitriformes",5,2,3,0,4,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Scavenger","Scavenger","Terrestrial",11.04,30.71,23.08,77.41366295,1117987.16,"Extant"
"151",151,"Gyps rueppellii","Accipitridae","Accipitriformes",4,1,3,0,4,77.9,51.5,23,32.5,105.7,627.8,236,391.8,37.6,235.8,7399.99,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Scavenger","Scavenger","Terrestrial",-9.55,19.65,9.89,20.78090101,6445230.81,"Extant"
"152",152,"Gyps tenuirostris","Accipitridae","Accipitriformes",4,1,3,0,4,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,"Dunning",NA,"NO",NA,NA,"Woodland","3","1","Scavenger","Scavenger","Terrestrial",11.48,29.26,24.18,93.18608245,705181.48,"Extant"
"153",153,"Haliaeetus albicilla","Accipitridae","Accipitriformes",5,2,3,0,4,74.1,46.1,22.9,33.9,95,599.5,227.2,370.9,38,294.2,4729.27,"Dunning",NA,"NO",NA,NA,"Rock","3","2","Carnivore","Aquatic predator","Aerial",36.21,73.65,59.89,91.00970365,17404346.92,"Extant"
"154",154,"Haliaeetus leucocephalus","Accipitridae","Accipitriformes",4,2,2,0,4,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.58,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Omnivore","Generalist",24.3,69.43,54.57,-113.8628114,9351853.96,"Extant"
"155",155,"Haliaeetus leucogaster","Accipitridae","Accipitriformes",7,2,1,4,6,71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827.01,"Dunning",NA,"NO",NA,NA,"Coastal","2","1","Carnivore","Aquatic predator","Aerial",-43.64,26.38,-9.12,123.6785089,5127370.7,"Extant"
"156",156,"Haliaeetus leucoryphus","Accipitridae","Accipitriformes",5,2,3,0,4,63.6,39.1,19.3,28.3,95.3,566.6,241,322.8,42.8,290.3,2885.92,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Aquatic predator","Aerial",19.59,32.57,27.12,85.69765206,533825.64,"Extant"
"157",157,"Haliaeetus pelagicus","Accipitridae","Accipitriformes",4,1,2,1,4,90.6,60.3,28.9,47,96.3,598.5,186.2,412.2,31.1,333.6,7756.99,"Dunning",NA,"NO",NA,NA,"Wetland","3","3","Carnivore","Aquatic predator","Generalist",48.64,65.07,58.65,151.1949185,1293649.63,"Extant"
"158",158,"Haliaeetus sanfordi","Accipitridae","Accipitriformes",5,3,2,0,5,59.5,38.9,18.6,26.9,83,523.2,186.8,336.4,35.7,265,1980,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Omnivore","Generalist",-10.85,-5.01,-8.09,158.302288,36124.13,"Extant"
"159",159,"Haliaeetus vocifer","Accipitridae","Accipitriformes",5,2,3,0,4,58.4,42.2,16.8,25.1,88.2,548.2,184.2,366,33.5,228,3400,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Insessorial",-34.84,18.6,-0.96,20.97319597,15637883.11,"Extant"
"160",160,"Haliaeetus vociferoides","Accipitridae","Accipitriformes",5,1,4,0,4,57,34.4,16.6,25.1,93.3,487.2,156.2,333,31.9,236.8,3000,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Carnivore","Aquatic predator","Insessorial",-22.02,-11.95,-17.15,45.56701606,52761.99,"Extant"
"161",161,"Haliastur indus","Accipitridae","Accipitriformes",5,2,3,0,4,48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,"Dunning",NA,"NO",NA,NA,"Coastal","2","1","Carnivore","Omnivore","Generalist",-35.15,34.2,9.01,106.4635226,8840397.2,"Extant"
"162",162,"Haliastur sphenurus","Accipitridae","Accipitriformes",5,2,3,0,4,40,23.1,13.1,18.2,58.8,407.4,186.2,221.5,45.6,264,752.99,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Omnivore","Aerial",-39.24,-1.47,-23.9,137.198406,5565646.93,"Extant"
"163",163,"Hamirostra melanosternon","Accipitridae","Accipitriformes",5,1,3,1,4,40.1,23.8,12.7,16.3,53,472.6,244.5,226,52,233,1196,"Dunning",NA,"NO",NA,NA,"Woodland","2","2","Carnivore","Vertivore","Aerial",-38.14,-9.94,-23.36,133.3486902,5297941.74,"Extant"
"164",164,"Harpagus bidentatus","Accipitridae","Accipitriformes",11,6,5,0,4,23.7,14.6,11.3,13.5,43.1,210.3,64.6,153.7,29.6,161.1,215.25,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Carnivore","Invertivore","Insessorial",-23.38,21.29,-2.54,-63.34430197,8976331.27,"Extant"
"165",165,"Harpagus diodon","Accipitridae","Accipitriformes",5,0,1,4,4,23.2,13.8,10.7,13.5,34.2,201.4,62.5,140.3,30.8,158.6,200,"Dunning",NA,"NO",NA,NA,"Forest","2","3","Carnivore","Invertivore","Insessorial",-30.93,-11.78,-21.13,-50.60588442,2345332.63,"Extant"
"166",166,"Harpia harpyja","Accipitridae","Accipitriformes",6,0,0,6,3,70.8,41,17.2,36.4,102.4,569.5,262.7,285.7,47.9,442,4800,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Vertivore","Insessorial",-30.4,19.09,-8.03,-56.94684224,11064295.35,"Extant"
"167",167,"Harpyhaliaetus coronatus","Accipitridae","Accipitriformes",6,3,1,2,4,60.9,39.9,15.8,29.7,119.4,533,177.5,361.2,33,262.2,2950,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Carnivore","Vertivore","Insessorial",-38.92,-9.72,-22.07,-55.75307756,4233989.28,"Extant"
